filename,mfcc_1_mean,mfcc_1_std,mfcc_2_mean,mfcc_2_std,mfcc_3_mean,mfcc_3_std,mfcc_4_mean,mfcc_4_std,mfcc_5_mean,mfcc_5_std,mfcc_6_mean,mfcc_6_std,mfcc_7_mean,mfcc_7_std,mfcc_8_mean,mfcc_8_std,mfcc_9_mean,mfcc_9_std,mfcc_10_mean,mfcc_10_std,mfcc_11_mean,mfcc_11_std,mfcc_12_mean,mfcc_12_std,mfcc_13_mean,mfcc_13_std,mfcc_14_mean,mfcc_14_std,mfcc_15_mean,mfcc_15_std,mfcc_16_mean,mfcc_16_std,mfcc_17_mean,mfcc_17_std,mfcc_18_mean,mfcc_18_std,mfcc_19_mean,mfcc_19_std,mfcc_20_mean,mfcc_20_std,mfcc_delta_mean,mfcc_delta_std,mfcc_delta2_mean,mfcc_delta2_std,spec_centroid_mean,spec_centroid_std,spec_bandwidth_mean,spec_bandwidth_std,spec_rolloff_mean,spec_rolloff_std,spec_contrast_mean,spec_contrast_std,spec_flatness_mean,spec_flatness_std,zcr_mean,zcr_std,rms_mean,rms_std,chroma_mean,chroma_std
cam_1.wav,-488.12524,72.38506,99.81838,29.711111,32.876865,17.255121,31.753653,23.544067,-1.8816081,23.529226,3.0877979,12.803313,-5.708677,11.215289,-8.7189045,12.749864,-9.178703,9.020702,-7.290572,8.275768,-0.5917087,5.1639824,-2.5060065,6.05818,-3.7594602,6.6105013,-4.1693263,6.291044,-2.8045583,8.143269,-3.7201192,5.724532,-0.03246859,5.6441083,-4.710412,6.6344395,-4.400075,5.6968813,-2.7380512,4.974335,0.05082275,3.050758,0.024439396,1.8641247,1176.3261845900065,650.3256939047991,1453.544864421611,447.98035789536357,2390.9252370586833,1564.2312493751267,22.705179904265822,15.108092120141114,0.0004219632,0.0006923211,0.052734375,0.03853430615068049,0.014937212,0.02284991,0.39164606,0.33271095
cam_2.wav,-480.81427,70.92718,134.82506,28.242353,20.811274,15.200685,42.826836,23.664925,-0.88419473,26.56262,15.83433,13.281583,-12.063723,16.68457,-3.9115958,9.406312,-8.471819,8.316892,-6.4746523,8.379016,3.226682,7.8515983,-0.61673754,6.452888,2.5412965,7.3476048,-6.1061506,6.5142436,0.025364876,6.9402328,-5.0271163,5.2455,-3.4306297,6.324013,-5.471488,5.895806,-3.2585456,4.701925,-3.5788872,5.52357,0.043393787,2.9198825,0.02368112,1.9246173,1180.1539069272883,854.8759764362136,1478.9428682607922,484.9909851771374,2320.942840576172,1755.0640566743464,22.50081385528578,17.071775391276503,0.00022675931,0.00046141312,0.0562896728515625,0.06764696114439411,0.011617979,0.01309907,0.38210624,0.32002243
cam_3.wav,-485.4238,63.14685,151.33026,23.172718,21.08836,14.709449,34.28304,23.02586,11.043145,26.853746,14.629879,9.728275,-5.1805897,8.053093,-7.650527,9.633939,-3.4520705,7.1289525,-8.194536,7.711647,1.789545,5.8702507,-0.7740858,7.5601764,-4.029894,7.1672525,-5.6021304,6.3801885,-6.340111,6.03154,-5.7137985,4.3353167,-6.5111284,5.5917664,-7.3784504,5.5084934,-3.2547631,4.168576,-5.9403543,4.9087744,0.061893836,2.4574213,0.01324249,1.4872025,812.4061875495404,410.571604534564,1170.6429450220216,345.61211971931203,1456.6836334938228,1033.2317606707584,23.080312903407837,14.678543490386108,0.000117135016,0.00055925787,0.030807140261627907,0.0197598764447058,0.011860738,0.011300322,0.31150395,0.30969712
JIM_1.wav,-427.6154,151.90302,111.46339,57.52631,-2.7954562,34.833817,30.460846,29.419424,2.0218434,26.185047,9.08997,13.421221,-11.584821,14.548417,0.027436959,10.279975,-8.888983,11.080368,-6.514372,14.22587,-0.27243772,9.311212,-10.535005,15.117939,2.5301986,8.200882,-9.138202,10.599232,-4.5160694,8.212524,-2.7981691,7.8157616,-6.321973,6.232157,-4.004849,4.877825,-1.394312,6.113039,-0.8655516,4.952505,0.033692677,4.291752,0.012756379,2.4567354,1392.2218631445346,760.2239409021252,1464.732693435883,288.02082816554275,2712.4272622352787,1119.1715406570968,22.548651667768556,15.219774659835215,0.0006618228,0.001084998,0.06848245415805786,0.07063110317356805,0.025980536,0.032674678,0.39593443,0.28947327
JIM_2.wav,-436.44574,139.42218,118.535965,40.358433,-2.0921385,33.985573,34.381294,32.183697,5.0944486,22.38541,18.980715,15.40528,-10.106798,16.28273,-1.696957,9.975211,-9.771292,14.507844,-5.5147953,11.503296,2.4015098,7.173987,-5.6678576,12.592933,3.29149,6.9548364,-5.4981194,10.243261,1.347698,6.6709104,-1.7951143,9.74192,-3.4518063,6.0041504,-3.353636,5.795535,-1.7443205,5.6014185,-1.380914,5.187114,0.03699864,3.8785086,-0.010301595,2.1959968,1345.7673828275015,723.7584178755795,1494.2880088349966,350.7131831835242,2707.3350694444443,1262.0991908945152,22.34721678797678,15.468795145603217,0.00035747598,0.00088267453,0.05628094457304527,0.0631190994231227,0.019400045,0.024776991,0.43771994,0.30582872
JIM_3.wav,-443.87787,151.37674,108.747986,45.25042,-3.7199833,39.22692,35.84191,28.533869,8.94361,20.344282,15.124186,12.462852,-11.130651,16.681253,-1.3089285,8.84638,-6.3286357,11.278153,-0.8161805,10.008926,0.57744706,10.502752,-7.670156,16.640392,4.913575,6.5701284,-5.3503966,10.056379,-1.0450574,7.3543053,-2.2830937,9.715874,-3.2945325,5.8779516,-5.482603,6.7846956,-1.544365,6.8715644,1.2288553,5.106214,0.03945341,3.7932768,0.0067058103,2.0306904,1390.8247092156137,593.5362949658396,1541.8283261674585,300.6765774721706,2833.6581526131467,1146.1801274316088,22.634671864173484,15.510400868577289,0.00051427487,0.00066996034,0.05941877693965517,0.05243056176831173,0.022015426,0.028959908,0.44794518,0.302108
Romain_1.wav,-416.959,75.62334,101.89125,34.341736,28.618393,21.401417,43.567383,16.623117,0.5356141,19.988485,36.27939,15.813412,-11.126472,14.061894,15.325364,7.4867473,-7.7301664,10.6752615,-1.5518837,8.6221,-0.34683615,6.426321,-4.1890388,5.828933,3.611344,4.7080603,-7.80285,5.3971515,8.489184,6.9242363,-3.7770865,5.426899,7.2572036,4.4284225,-1.715258,5.475474,4.420659,5.401172,1.6468406,4.8534055,-0.072032474,3.6669347,0.047976915,2.3161354,1785.354799509884,1182.826320730245,2057.934083974412,339.2196110755035,3958.2333984375,1852.5280839266193,22.23719416458333,16.935490475008034,0.00024016242,0.00025735312,0.08559375,0.11451122112344969,0.015098474,0.01886096,0.41909146,0.27492434
Romain_2.wav,-399.5332,85.070335,116.04844,27.733551,26.161747,26.852745,41.58089,16.703222,-8.324764,21.549673,28.083319,14.195888,-7.4797363,12.632806,11.768062,9.337433,-8.234944,15.050103,2.4303772,7.377809,-1.5935148,6.72109,-8.945642,10.841134,2.4793727,6.176243,-9.362479,5.5331616,11.814576,8.445694,-2.7974653,7.845875,2.2615547,7.456527,1.5269814,6.542778,1.7864063,6.4243493,-3.3352203,5.090088,-0.077864595,3.3406415,0.04238999,2.0929163,1468.2742244617705,893.8699113765572,1902.2206561651915,329.83642533306914,3193.8298357664235,1604.3724886781677,23.732960540639834,16.2613176409182,0.00013237764,0.00017912596,0.05970574817518248,0.07680164132219135,0.020403959,0.020347875,0.3747424,0.3027204
Simon_1.wav,-400.75897,89.86124,90.57286,32.495556,28.843523,17.731894,38.26708,24.192877,4.8587685,19.613234,28.096867,19.295258,-10.244692,20.78108,15.279028,12.534711,-8.7601795,11.934214,1.8578099,7.242099,4.271769,7.248759,-1.715702,7.393918,4.2882986,8.146762,-8.96035,9.161158,1.4905304,9.420931,-3.3196957,7.707906,7.66342,6.5736094,-3.9268253,6.056581,7.5102487,6.06388,6.2676797,7.064717,-0.07614613,3.2756324,0.03819068,1.8872536,1804.2948013890934,1319.7574757894333,2015.919190837845,447.12013960890266,3870.08056640625,2002.6880874999003,23.795186632027114,17.102077193665682,0.00018599637,0.00022927512,0.06456647600446429,0.08872356973658574,0.046310764,0.048901834,0.4063278,0.33840734
Simon_2.wav,-378.69794,98.24845,101.231094,46.45157,24.772478,24.365625,36.614223,22.671432,2.6483858,22.13176,31.584757,23.659182,-15.929653,25.893873,17.698627,15.230916,-12.767784,11.443006,2.1375663,7.5680285,5.3240666,9.396917,-4.0679913,7.340153,5.028396,10.367258,-7.682263,8.073002,2.0697017,11.345644,-4.3007693,10.340316,10.764599,7.373879,-3.5414338,7.584126,4.819552,6.3471546,0.37721327,6.200211,-0.07192855,4.646448,0.047113,2.6548438,1939.5145081968394,1650.0901281589308,1884.9231158953028,627.5178333433379,3677.509697333916,2454.692216250916,24.06958231431354,17.350910784601535,0.00013538325,0.00023303226,0.07948740712412587,0.12209203878370935,0.054753512,0.045376617,0.39172596,0.3485951
Victor_1.wav,-407.84305,77.48079,104.33503,29.858501,35.639153,14.497101,46.73401,16.660852,0.41172197,18.118574,40.435497,18.612911,-16.097443,18.671787,15.0523,10.339784,-4.5687265,12.620058,6.205923,8.269236,4.593774,10.328661,-2.8164372,6.2927895,5.4203134,5.903836,-5.0211186,6.825552,12.301503,9.545363,-4.6884317,7.7695994,6.0661774,6.5239234,-4.2181945,4.7749934,0.01959204,6.2663064,-2.58399,4.632562,-0.08971227,3.1436512,0.06572276,1.8811,1769.9307876947585,1326.5416652073395,2072.672852228275,371.74909600048954,3904.4881184895835,1987.2330938175037,23.337630991635205,16.994592469334872,0.00015141435,0.0002872814,0.08522768373842593,0.12888851337895293,0.021950312,0.02430191,0.40456164,0.29634875
Victor_2.wav,-406.06833,94.816376,108.618805,18.916363,25.198872,24.642328,39.195618,12.381343,0.8480483,17.803728,29.39713,12.969617,-14.315054,20.446167,14.361773,7.759082,-6.958217,15.476574,5.2327137,6.3104877,1.1597656,6.402638,-6.8090863,6.763622,3.9706645,5.5957627,-8.773875,8.440919,9.127205,7.3834853,-2.2151098,6.189297,4.5153418,5.6270657,-2.5452898,4.439552,3.059274,5.5939136,1.8271914,3.9879522,-0.085306145,3.6029263,0.070714265,2.2552898,1450.5975461236953,635.2550240459317,2040.275126619692,397.51354128881445,3655.97900390625,1926.284503524089,23.508205507258833,16.673986345452207,0.00020843351,0.00034092925,0.046196831597222224,0.041562311746937045,0.03072787,0.037234046,0.4461578,0.305122
